Interest,Engagement,Excitement,Stress,Relaxation,Focus
59.271,28.798,68.583,82.45,36.464,65.488
59.271,28.798,68.583,82.45,36.464,65.488
62.836,21.036,68.716,77.402,34.41,63.698
63.261,20.045,68.51,74.37,33.291,62.812
61.679,20.482,68.819,72.291,32.782,62.006
61.679,20.482,68.819,72.291,32.782,62.006
59.156,24.292,69.096,72.068,32.339,62.025
56.985,31.122,69.473,72.119,31.489,62.54
55.656,26.714,70.864,76.095,30.734,63.838
55.416,29.701,72.218,81.386,30.507,65.704
57.701,20.722,74.435,91.228,31.643,67.616
58.703,22.788,74.784,91.365,32.515,67.032
59.317,29.465,74.34,91.467,33.31,66.786
59.677,22.934,73.431,91.313,33.844,65.969
59.671,29.913,72.545,91.436,34.327,65.932
59.545,32.871,71.732,90.997,34.958,65.467
59.789,42.558,70.989,91.539,35.652,65.707
60.124,45.906,70.309,90.009,36.506,64.87
59.591,38.121,69.767,87.229,37.281,63.055
58.018,30.418,69.568,84.48,37.985,61.198
55.974,32.654,69.955,80.973,38.134,59.764
53.815,26.63,69.707,77.697,37.303,58.526
51.898,18.732,69.483,75.128,36.56,57.343
50.554,17.903,68.681,79.306,35.499,59.096
50.324,22.989,67.744,81.346,34.556,60.333
50.459,29.505,66.889,83.41,33.88,61.566
50.133,25.382,66.11,84.993,34.16,61.642
48.569,35.884,67.178,84.489,34.848,61.387
45.843,32.794,68.887,81.603,35.044,59.858
43.32,25.868,70.449,78.388,35.382,57.919
42.938,26.523,71.813,73.204,35.688,55.635
43.928,22.421,72.853,67.627,35.801,53.082
44.403,31.499,73.714,65.598,35.638,52.624
44.773,31.211,74.108,66.732,35.491,52.922
45.18,28.012,74.023,74.079,35.521,55.253
45.412,26.358,73.184,82.518,35.723,57.994
45.542,23.152,71.695,88.581,37.414,59.077
46.337,26.31,70.313,93.272,39.176,59.932
49.168,32.66,69.037,94.849,40.786,59.935
54.178,31.548,67.982,94.355,42.252,58.914
